Films,Year,Oscars,Nominations
The Elementary School,1992,0,1
The Elephant Man,1981,0,8
The Eleven O'Clock,2018,0,1
The Emigrants,1973,0,5
The Emperor Waltz,1949,0,2
The Emperor's New Groove,2001,0,1
The Empire Strikes Back,1981,1,3
The Empty Chair,2017,0,1
The Enchanted Cottage,1946,0,1
The End of the Affair,2000,0,2
The End of the Game,1976,1,1
The End of the Road,1977,0,1
The Enemy Below,1958,1,1
The English Patient,1997,9,12
The Entertainer,1961,0,1
The Eruption of Mount St. Helens,1981,0,1
The Europeans,1980,0,1
The Exorcist,1974,2,10
The Fabulous Baker Boys,1990,0,4
The Face of Genius,1967,0,1
The Face of Jesus,1962,0,1
The Face of Lincoln,1956,1,2
The Facts of Life,1961,1,5
The Fall of the Roman Empire,1965,0,1
The Fallen Idol,1950,0,2
The Fallen Sparrow,1944,0,1
The Family,1988,0,1
The Family That Dwelt Apart,1975,0,1
The Fantastic Flying Books of Mr. Morris Lessmore,2012,1,1
"The Farm: Angola, U.S.A.",1999,0,1
The Farmer's Daughter,1948,1,2
The Favourite,2019,1,10
The Field,1991,0,1
The Fifth Element,1998,0,1
The Fight for Life,1941,0,1
The Fight: Science against Cancer,1951,0,1
The Fighter,2011,2,7
The Fighting Lady,1945,1,1
The Fighting Seabees,1945,0,1
The Final Inch,2009,0,1
The Finest Hours,1965,0,1
The Firemen's Ball,1969,0,1
The Firm,1994,0,2
The First Piano Quartette,1955,0,1
The First Wives Club,1997,0,1
The Fisher King,1992,1,5
The Five Cities of June,1964,0,1
The Five Pennies,1960,0,4
The Fixer,1969,0,1
The Flame and the Arrow,1951,0,2
The Flame of New Orleans,1942,0,1
The Flight of the Eagle,1983,0,1
The Flight of the Gossamer Condor,1979,1,1
The Flight of the Phoenix,1966,0,2
The Florida Project,2018,0,1
The Fly,['1981' '1987'],2,2
The Fog of War,2004,1,1
The Formula,1981,0,1
The Forth Road Bridge,1966,0,1
The Fortune Cookie,1967,1,4
The Four Days of Naples,['1963' '1964'],0,2
The Four Musketeers,1976,0,1
The Four Poster,1954,0,1
The Fox,1969,0,1
The Foxes of Harrow,1948,0,1
The French Connection,1972,5,8
The French Lieutenant's Woman,1982,0,5
"The Frog, the Dog and the Devil",1987,0,1
The Frogmen,1952,0,2
The Front,1977,0,1
The Front Page,1932,0,3
The Fugitive,1994,1,7
The Full Monty,1998,1,4
The Furies,1951,0,1
The Further Adventures of Uncle Sam: Part Two,1971,0,1
The Game (Igra),1964,0,1
The Gang's All Here,1944,0,1
The Garden,2009,0,1
The Garden Spider (Epeira Diadema),1953,0,1
The Garden of Allah,1937,0,2
The Garden of Eden,1985,0,1
The Garden of the Finzi Continis,1972,1,2
The Gatekeepers,2013,0,1
The Gay Deception,1936,0,1
The Gay Divorcee,1935,1,5
The Gay Parisian,1942,0,1
The Gazebo,1960,0,1
The General Died at Dawn,1937,0,3
The Ghost and Mrs. Muir,1948,0,1
The Ghost and the Darkness,1997,1,1
The Gifts,1971,0,1
The Girl Said No,1938,0,1
The Girl with the Dragon Tattoo,2012,1,5
The Girl with the Pistol,1969,0,1
The Glass Cell,1979,0,1
The Glenn Miller Story,1955,1,3
The Go-Between,1972,0,1
The Goddess,1959,0,1
The Godfather,1973,3,10
The Godfather Part II,1975,6,11
"The Godfather, Part III",1991,0,7
The Gold Rush,1943,0,2
The Golden Compass,2008,1,2
The Golden Fish,1960,1,1
The Goldwyn Follies,1939,0,2
The Good Earth,1938,2,5
The Good German,2007,0,1
The Good Shepherd,2007,0,1
The Goodbye Girl,1978,1,5
The Gorgeous Hussy,1937,0,2
The Gospel According to St. Matthew,1967,0,3
The Graduate,1968,1,7
The Grain That Built a Hemisphere,1943,0,1
The Grand Budapest Hotel,2015,4,9
The Grandfather,1999,0,1
The Grandmaster,2014,0,2
The Grapes of Wrath,1941,2,7
The Grass Is Always Greener,1950,0,1
The Great American Cowboy,1974,1,1
The Great Beauty,2014,1,1
The Great Caruso,1952,1,3
The Great Cognito,1983,0,1
The Great Dictator,1941,0,5
The Great Escape,1964,0,1
The Great Gatsby,['1975' '2014'],4,4
The Great Heart,1939,0,1
The Great Lie,1942,1,1
The Great McGinty,1941,1,1
The Great Muppet Caper,1982,0,1
The Great Race,1966,1,5
The Great Santini,1981,0,2
The Great Victor Herbert,1940,0,2
The Great Waltz,1939,1,3
The Great War,1960,0,1
The Great White Hope,1971,0,2
The Great Ziegfeld,1937,3,7
The Greatest Show on Earth,1953,2,5
The Greatest Story Ever Told,1966,0,5
The Green Goddess,1931,0,1
The Green Mile,2000,0,4
The Green Years,1947,0,2
The Grifters,1991,0,4
The Gruffalo,2011,0,1
The Guardsman,1933,0,2
The Gunfighter,1951,0,1
The Guns of Navarone,1962,1,7
The Hairy Ape,1945,0,1
The Hanging Tree,1960,0,1
The Happiest Millionaire,1968,0,1
The Happy Ending,1970,0,2
The Harder They Fall,1957,0,1
The Harvey Girls,1947,1,2
The Hasty Heart,1950,0,1
The Hateful Eight,2016,1,3
The Hawaiians,1971,0,1
The Heart Is a Lonely Hunter,1969,0,2
The Heartbreak Kid,1973,0,2
The Heiress,1950,4,8
The Hellstrom Chronicle,1972,1,1
The Help,2012,1,4
The Hidden World,1959,0,1
The High and the Mighty,1955,1,6
The Hill Farm,1990,0,1
The Hindenburg,1976,0,3
The Hoaxters,1953,0,1
The Hobbit: An Unexpected Journey,2013,0,3
The Hobbit: The Battle of the Five Armies,2015,0,1
The Hobbit: The Desolation of Smaug,2014,0,3
The Hole,1963,1,1
The Horse Whisperer,1999,0,1
The Horse with the Flying Tail,1961,1,1
The Horse's Mouth,1959,0,1
The Hospital,1972,1,2
The Hot Rock,1973,0,1
The Hours,2003,1,9
The House That Ananda Built,1969,0,1
The House That Jack Built,1969,0,1
The House of Rothschild,1935,0,1
The House of the Seven Gables,1941,0,1
The House on 92nd Street,1946,1,1
The House on Chelouche Street,1974,0,1
The House without a Name,1957,0,1
The Howards of Virginia,1941,0,2
The Human Comedy,1944,1,5
The Human Dutch,1965,0,1
The Hunchback of Notre Dame,1940,0,3
The Hunt,2014,0,1
The Hunt for Red October,1991,1,3
The Hunting Ground,2016,0,1
The Hurricane,1938,1,4
The Hurt Locker,2010,6,9
The Hustler,1962,2,9
The Ides of March,2012,0,1
The Illusionist,['2007' '2011'],0,2
The Imaginarium of Doctor Parnassus,2010,0,2
The Imitation Game,2015,1,8
The Important Man,1962,0,1
The Impossible,2013,0,1
The Incredible Machine,1976,0,1
The Incredible Sarah,1977,0,2
The Incredibles,2005,2,4
The Informer,1936,4,6
The Inn of the Sixth Happiness,1959,0,1
The Insider,2000,0,7
The Insult,2018,0,1
The Invaders,1943,1,3
The Invisible Man Returns,1941,0,1
The Invisible War,2013,0,1
The Invisible Woman,['1942' '2014'],0,2
The Iron Lady,2012,2,2
The Island at the Top of the World,1975,0,1
The Janitor,1995,0,1
The Jaywalker,1957,0,1
The Jazz Singer,['1929' '1953'],0,2
The John Glenn Story,1963,0,1
The Johnstown Flood,1990,1,1
The Joker Is Wild,1958,1,1
The Jolson Story,1947,2,6
The Journey of Natty Gann,1986,0,1
The Judge,2015,0,1
The Jungle Book,['1968' '2017'],1,2
The Jury Goes Round 'N' Round,1946,0,1
The Kansan,1944,0,1
The Karate Kid,1985,0,1
The Karate Kid Part II,1987,0,1
The Keys of the Kingdom,1946,0,4
The Kids Are All Right,2011,0,4
The Killers,1947,0,4
The Killing Fields,1985,3,6
The Killing Ground,1980,0,1
The King and I,1957,5,9
The King's Speech,2011,4,12
The Kiss,1959,0,1
The Kite Runner,2008,0,1
The Klan: A Legacy of Hate in America,1983,0,1
The L-Shaped Room,1964,0,1
The Lady Eve,1942,0,1
The Lady Objects,1939,0,1
The Lady and the Reaper (La Dama y la Muerte),2010,0,1
The Lady in Number 6: Music Saved My Life,2014,1,1
The Lady in Waiting,1993,0,1
The Ladykillers,1957,0,1
The Landlord,1971,0,1
The Last Angry Man,1960,0,2
The Last Bomb,1946,0,1
The Last Campaign of Governor Booth Gardner,2010,0,1
The Last Command,1929,1,2
The Last Days,1999,1,1
The Last Detail,1974,0,3
The Last Emperor,1988,9,9
The Last Farm,2006,0,1
The Last King of Scotland,2007,1,1
The Last Metro,1981,0,1
The Last Picture Show,1972,2,8
The Last Samurai,2004,0,4
The Last Station,2010,0,2
The Last Temptation of Christ,1989,0,1
The Last Truck: Closing of a GM Plant,2010,0,1
The Last Tycoon,1977,0,1
The Last Voyage,1961,0,1
The Last of Mrs. Cheyney,1930,0,1
The Last of the Mohicans,['1937' '1993'],1,2
The Late Show,1978,0,1
The Lavender Hill Mob,1953,1,2
The Leatherneck,1930,0,1
The Legend of Jimmy Blue Eyes,1965,0,1
The Legend of John Henry,1974,0,1
The Legend of Rock-a-bye Point,1956,0,1
The Legendary Champions,1969,0,1
The Lego Movie,2015,0,1
The Leopard,1964,0,1
The Letter,1941,0,8
The Life and Times of Judge Roy Bean,1973,0,1
The Life of Emile Zola,1938,3,10
The Line King: The Al Hirschfeld Story,1997,0,1
The Lion King,1995,2,4
The Lion in Winter,1969,3,7
The Little Ark,1973,0,1
The Little Foxes,1942,0,9
The Little Match Girl,1938,0,1
The Little Matchgirl,2007,0,1
The Little Mermaid,1990,2,3
The Little Orphan,1949,1,1
The Little Prince,1975,0,2
The Little Witch,1946,0,1
The Lively Set,1965,0,1
The Lives of Others,2007,1,1
The Lives of a Bengal Lancer,1936,1,7
The Living City,1954,0,1
The Living Desert,1954,1,1
The Living Sea,1996,0,1
The Living Stone,1959,0,1
The Lobster,2017,0,1
The Lone Ranger,2014,0,2
The Long Voyage Home,1941,0,6
The Long Way Home,1998,1,1
The Longest Day,1963,2,5
The Longest Yard,1975,0,1
The Look of Silence,2016,0,1
The Lord of the Rings: The Fellowship of the Ring,2002,4,13
The Lord of the Rings: The Return of the King,2004,11,11
The Lord of the Rings: The Two Towers,2003,2,6
The Lost Patrol,1935,0,1
The Lost Thing,2011,1,1
The Lost Weekend,1946,4,7
The Lost World: Jurassic Park,1998,0,1
The Loud Mouth,1933,0,1
The Love Parade,1931,0,6
The Lovely Bones,2010,0,1
The Lover,1993,0,1
The Lovers' Wind,1979,0,1
The Loves of Carmen,1949,0,1
The Luck of the Irish,1949,0,1
The Luckiest Guy in the World,1947,0,1
The Lunch Date,1991,1,1
The Madness of King George,1995,1,4
The Magic Flame,1929,0,1
The Magic Fluke,1950,0,1
The Magic Flute,1976,0,1
The Magic Machines,1970,1,2
The Magic Pear Tree,1969,0,1
The Magic of Lassie,1979,0,1
The Magnificent Ambersons,1943,0,4
The Magnificent Brute,1937,0,1
The Magnificent Seven,1957,0,3
The Magnificent Yankee,1951,0,2
The Maids of Wilko,1980,0,1
The Maltese Falcon,1942,0,3
The Mambo Kings,1993,0,1
The Man Who Knew Too Much,1957,1,1
The Man Who Planted Trees,1988,1,1
The Man Who Shot Liberty Valance,1963,0,1
The Man Who Skied down Everest,1976,1,1
The Man Who Walked Alone,1946,0,1
The Man Who Wasn't There,2002,0,1
The Man Who Would Be King,1976,0,4
The Man in the Glass Booth,1976,0,1
The Man in the Iron Mask,1940,0,1
The Man in the White Suit,1953,0,1
The Man on Lincoln's Nose,2001,0,1
The Man with the Golden Arm,1956,0,3
The Man without a Country,1938,0,1
The Man without a Past,2003,0,1
The Manchurian Candidate,1963,0,2
The Mark,1962,0,1
The Mark of Zorro,1941,0,1
The Mark of the Maker,1992,0,1
The Martian,2016,0,7
The Mask,1995,0,1
The Mask of Zorro,1999,0,2
The Master,2013,0,3
The Masters of Disaster,1987,0,1
The Mating Season,1952,0,1
The Matrix,2000,4,4
The Mayor of 44th Street,1943,0,1
The Medium,1953,0,1
The Member of the Wedding,1953,0,1
The Men,1951,0,1
The Men in Her Life,1942,0,1
The Mermaid,1998,0,1
The Merry Monahans,1945,0,1
The Merry Old Soul,1934,0,1
The Merry Widow,1953,1,3
The Merry Wives of Windsor Overture,1954,1,1
The Messenger,2010,0,2
The Mighty River,1994,0,1
The Milagro Beanfield War,1989,1,1
The Milk of Sorrow,2010,0,1
The Milky Way,1941,1,1
The Miracle Worker,1963,2,5
The Miracle of Morgan's Creek,1945,0,1
The Mirror Has Two Faces,1997,0,2
The Missing Picture,2014,0,1
The Mission,1987,1,7
The Mississippi Gambler,1954,0,1
The Model and the Marriage Broker,1952,0,1
The Molly Maguires,1971,0,1
The Monk and the Fish,1995,0,1
The Moon Is Blue,1954,0,3
The Moon and Sixpence,1944,0,1
The Moon and the Son: An Imagined Conversation,2006,1,1
The More the Merrier,1944,1,6
The Morning After,1987,0,1
The Morning Spider,1977,0,1
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010,0,1
The Motorcycle Diaries,2005,1,2
The Mudlark,1952,0,1
The Mummy,2000,0,1
The Muppet Movie,1980,0,2
The Muppets,2012,1,1
The Muppets Take Manhattan,1985,0,1
The Mushroom Club,2006,0,1
The Music Box,1933,1,1
The Music Teacher,1989,0,1
The Mysterious Geographic Explorations of Jasper Morello,2006,0,1
The Naked City,1949,2,3
The Naked Eye,1957,0,1
The Naked Prey,1967,0,1
The Naked Spur,1954,0,1
The Narrow Margin,1953,0,1
The Nasty Girl,1991,0,1
The Natural,1985,0,4
The Navy Comes Through,1943,0,1
The Nest,1981,0,1
The New Land,1973,0,1
The New Spirit,1943,0,1
The New Tenants,2010,1,1
The New World,2006,0,1
The Night before Christmas,1942,0,1
The Night of the Iguana,1965,1,4
The Nightmare before Christmas,1994,0,1
The Nights of Cabiria,1958,1,1
The Ninth Circle,1961,0,1
The Noose,1929,0,1
The North Star,1944,0,6
The Numbers Start with the River,1972,0,1
The Nun's Story,1960,0,8
The Nutty Professor,1997,1,1
The Odd Couple,1969,0,2
The Odds Against,1967,0,1
The Official Story,1986,1,2
The Old Man and the Sea,1959,2,4
The Old Mill,1938,1,1
The Olympics in Mexico,1970,0,1
The Omen,1977,1,2
The Organizer,1965,0,1
The Oscar,1967,0,2
The Other Half of the Sky: A China Memoir,1976,0,1
The Other Side of Midnight,1978,0,1
The Other Side of Sunday,1997,0,1
The Other Side of the Mountain,1976,0,1
The Outlaw Josey Wales,1977,0,1
The Ox,1992,0,1
The Ox-Bow Incident,1944,0,1
The Painted Door,1985,0,1
The Paleface,1949,1,1
The Panama Deception,1993,1,1
The Paper,1995,0,1
The Paper Chase,1974,1,3
The Paradine Case,1948,0,1
The Parent Trap,1962,0,2
The Passion of the Christ,2005,0,3
The Passover Plot,1977,0,1
The Patent Leather Kid,1929,0,1
The Patriot,1930,1,8
The Pawnbroker,1966,0,1
The Pedestrian,1974,0,1
The People vs. Larry Flynt,1997,0,2
The Perfect Storm,2001,0,2
The Perils of Pauline,1948,0,1
The Periwig-Maker,2001,0,1
The Personals: Improvisations on Romance in the Golden Years,1999,1,1
The Phantom of the Opera,2005,0,3
The Philadelphia Story,1941,2,6
The Phone Call,2015,1,1
The Pianist,2003,3,7
The Piano,1994,3,8
The Pickwick Papers,1956,0,1
The Picture of Dorian Gray,1946,1,3
The Pied Piper,1943,0,3
The Pied Piper of Guadalupe,1962,0,1
The Pig,2009,0,1
The Pigeon That Took Rome,1963,0,1
The Pink Blueprint,1967,0,1
The Pink Panther,1965,0,1
The Pink Panther Strikes Again,1977,0,1
The Pink Phink,1965,1,1
The Pirate,1949,0,1
The Pirates! Band of Misfits,2013,0,1
The Place Where Lost Things Go,2019,0,1
The Player,1993,0,3
The Pleasure Seekers,1966,0,1
The Poet and Peasant,1946,0,1
The Pointer,1940,0,1
The Polar Express,2005,0,3
The Policeman,1972,0,1
The Pope of Greenwich Village,1985,0,1
The Portrait of a Lady,1997,0,2
The Poseidon Adventure,1973,1,8
The Post,2018,0,2
The Postman (Il Postino),1996,1,5
The Power and the Prize,1957,0,1
The Preacher's Wife,1997,0,1
The President's Lady,1954,0,2
The Prestige,2007,0,2
The Price of Victory,1943,0,1
The Pride of St. Louis,1953,0,1
The Pride of the Yankees,1943,1,11
The Prime of Miss Jean Brodie,1970,1,2
The Prince of Egypt,1999,1,2
The Prince of Tides,1992,0,7
The Princess Bride,1988,0,1
The Princess and the Frog,2010,0,3
The Princess and the Pirate,1945,0,2
The Prisoner of Zenda,1938,0,2
The Private Life of Helen of Troy,1929,0,1
The Private Life of Henry VIII,1934,1,2
The Private Life of the Gannets,1938,1,1
The Private Lives of Elizabeth and Essex,1940,0,5
The Private War of Major Benson,1956,0,1
The Prizefighter and the Lady,1934,0,1
The Producers,1969,1,2
The Profession of Arms,1984,0,1
The Professionals,1967,0,3
The Promise,1980,0,1
The Promoter,1953,0,1
The Proud and Profane,1957,0,2
The Proud and the Beautiful,1957,0,1
The Public Enemy,1932,0,1
The Public Pays,1937,1,1
The Pumpkin Eater,1965,0,1
The Purple Rose of Cairo,1986,0,1
The Pursuit of Happyness,2007,0,1
The Queen,2007,1,6
The Quiet American,2003,0,1
The Quiet Man,1953,2,7
The Quiet One,['1949' '1950'],0,2
The RA Expeditions,1972,0,1
The Race for Space,1960,0,1
The Racket,1929,0,1
The Rainmaker,1957,0,2
The Rains Came,1940,1,5
The Rains of Ranchipur,1956,0,1
The Razor's Edge,1947,1,4
The Reader,2009,1,5
The Really Big Family,1967,0,1
The Reaper (La Parka),2015,0,1
The Red Balloon,1957,1,1
The Red Danube,1951,0,1
The Red Lanterns,1964,0,1
The Red Shoes,1949,2,5
The Red Turtle,2017,0,1
The Red Violin,2000,1,1
The Redwoods,1968,1,1
The Rehearsal,1972,0,1
The Reivers,1970,0,2
The Remains of the Day,1994,0,8
The Rescuers,1978,0,1
The Restless Conscience,1992,0,1
The Resurrection of Broncho Billy,1971,1,1
The Return of Martin Guerre,1984,0,1
The Revenant,2016,3,12
The Revolving Door,1969,0,1
The Richest Girl in the World,1935,0,1
The Right Stuff,1984,4,8
The Right to Love,1932,0,1
The Rise and Fall of Legs Diamond,1961,0,1
The Rising Tide,1950,0,1
The River,1985,0,4
The Road a Year Long,1959,0,1
The Road to the Wall,1963,0,1
The Robe,1954,2,5
The Rock,1997,0,1
The Rogue Song,1931,0,1
The Roman Spring of Mrs. Stone,1962,0,1
The Rookie Bear,1942,0,1
The Rose,1980,0,4
The Rose Tattoo,1956,3,8
The Royal Family of Broadway,1932,0,1
The Royal Tenenbaums,2002,0,1
The Ruling Class,1973,0,1
"The Running, Jumping and Standing-Still Film",1960,0,1
The Russians Are Coming The Russians Are Coming,1967,0,4
The Salesman,2017,1,1
The Salt of the Earth,2015,0,1
The Sand Castle,1978,1,1
The Sand Pebbles,1967,0,8
The Sandman,1993,0,1
The Sandpiper,1966,1,1
The Savages,2008,0,2
The Saviour,2007,0,1
The Scent of Green Papaya,1994,0,1
The Scoundrel,1936,1,1
The Screw (La Vis),1994,0,1
The Sea,1934,0,1
The Sea Hawk,1941,0,4
The Sea Inside,2005,1,2
The Sea Wolf,1942,0,1
The Sea around Us,1953,1,1
The Search,1949,1,4
The Secret Land,1949,1,1
The Secret in Their Eyes,2010,1,1
The Secret of Kells,2010,0,1
The Secret of Santa Vittoria,1970,0,2
The Seeing Eye,1952,0,1
The Selfish Giant,1972,0,1
The Sessions,2013,0,1
The Seven Little Foys,1956,0,1
The Seven-per-cent Solution,1977,0,2
The Seventh Cross,1945,0,1
The Seventh Veil,1947,1,1
The Shadow of Hate,1996,0,1
The Shanghai Gesture,1943,0,2
The Shape of Water,2018,4,13
The Shawshank Redemption,1995,0,7
The Sheep Has Five Legs,1956,0,1
The Sheepman,1959,0,1
The Shepherd,1971,0,1
The Shetland Experience,1978,0,1
The Shoes of the Fisherman,1969,0,2
The Shootist,1977,0,1
The Shop on Main Street,['1966' '1967'],1,2
The Shore,2012,1,1
The Sign of the Cross,1934,0,1
The Silence,1983,0,1
The Silence of the Lambs,1992,5,7
The Silent Child,2018,1,1
The Silent Revolution,1973,0,1
The Silent World,1957,1,1
The Silver Chalice,1955,0,2
The Sin of Madelon Claudet,1933,1,1
The Singing Nun,1967,0,1
The Sixth Sense,2000,0,6
The Sky's the Limit,1944,0,2
The Slender Thread,1966,0,2
The Slipper and the Rose--The Story of Cinderella,1978,0,2
The Smiling Lieutenant,1933,0,1
The Snake Pit,1949,1,6
The Sniper,1953,0,1
The Snowman,1983,0,1
The Snows of Kilimanjaro,1953,0,2
The Social Network,2011,3,8
The Solar Film,1980,0,1
The Solid Gold Cadillac,1957,1,2
The Son of Monte Cristo,1942,0,1
The Song of Bernadette,1944,4,12
The Sorrow and the Pity,1972,0,1
The Sound of Music,1966,5,10
The Southerner,1946,0,3
The Spanish Main,1946,0,1
The Spiral Staircase,1947,0,1
The Spirit of America,1964,0,1
The Spirit of St. Louis,1958,0,1
The Spoilers,1943,0,1
The Spy Who Came In from the Cold,1966,0,2
The Spy Who Loved Me,1978,0,3
The Square,['2014' '2018'],0,2
The Squid and the Whale,2006,0,1
The Stairs,1951,0,1
The Star,1953,0,1
The Star Maker,1996,0,1
The Star Witness,1933,0,1
The Statue of Liberty,1986,0,1
The Stepmother,1973,0,1
The Sterile Cuckoo,1970,0,2
The Sting,1974,7,10
The Sting II,1984,0,1
The Stone Carvers,1985,1,1
The Story of Adele H.,1976,0,1
The Story of Dr. Wassell,1945,0,1
The Story of Louis Pasteur,1937,3,4
The Story of Three Loves,1954,0,1
The Story of Time,1952,0,1
The Story of the Weeping Camel,2005,0,1
The Straight Story,2000,0,1
The Strange Love of Martha Ivers,1947,0,1
The Stranger,1947,0,1
The Stratford Adventure,1955,0,1
The Stratton Story,1950,1,1
The Strauss Fantasy,1955,0,1
The Strawberry Blonde,1942,0,1
The Street,1977,0,1
The Strip,1952,0,1
The Stripper,1964,0,1
The Stunt Man,1981,0,3
The Subject Was Roses,1969,1,2
The Sullivans,1945,0,1
The Sundowners,1961,0,5
The Sunshine Boys,1976,1,4
The Swarm,1979,0,1
The Sweet Hereafter,1998,0,2
The Sword in the Stone,1964,0,1
The Tale of the Princess Kaguya,2015,0,1
The Talented Mr. Ripley,2000,0,5
The Talk of the Town,1943,0,7
The Taming of the Shrew,1968,0,2
The Tanks Are Coming,1942,0,1
The Taste of Others,2001,0,1
The Tell Tale Heart,1954,0,1
The Tempest,2011,0,1
The Ten Commandments,1957,1,7
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,1,1
The Tender Tale of Cinderella Penguin,1982,0,1
The Tender Trap,1956,0,1
The Texas Rangers,1937,0,1
The Theory of Everything,2015,1,5
The Thief,['1953' '1998'],0,2
The Thief of Bagdad,1941,3,4
The Thieving Magpie (La Gazza Ladra),1966,0,1
The Thin Man,1935,0,4
The Thin Red Line,1999,0,7
The Third Man,1951,1,3
The Thomas Crown Affair,1969,1,2
The Three Caballeros,1946,0,2
The Three Faces of Eve,1958,1,1
The Three Little Pigs,1934,1,1
The Three Musketeers,1949,0,1
The Tide of Traffic,1973,0,1
The Time Machine,['1961' '2003'],1,2
"The Time, the Place and the Girl",1948,0,1
The Times of Harvey Milk,1985,1,1
The Tin Drum,1980,1,1
The Tin Star,1958,0,1
The Titan: Story of Michelangelo,1951,1,1
The Toast of New Orleans,1951,0,1
The Tonto Woman,2008,0,1
The Tortoise and the Hare,1935,1,1
The Towering Inferno,1975,3,8
The Town,2011,0,1
The Train,1966,0,1
The Treasure of the Sierra Madre,1949,3,4
The Tree of Life,2012,0,3
The Trespasser,1931,0,1
The Trip to Bountiful,1986,1,2
The Triplets of Belleville,2004,0,2
The Truce,1975,0,1
The True Glory,1946,1,1
The True Story of the Civil War,1957,1,1
The Truman Show,1999,0,3
The Truth about Mother Goose,1958,0,1
The Tsunami and the Cherry Blossom,2012,0,1
The Turning Point,1978,0,11
The Twilight Samurai,2004,0,1
The Two Mouseketeers,1952,1,1
The Ugly Duckling,1940,1,1
The Umbrellas of Cherbourg,1966,0,5
The Unbearable Lightness of Being,1989,0,2
The Uninvited,1945,0,1
The Unseen,1946,0,1
The Unsinkable Molly Brown,1965,0,6
The Untouchables,1988,1,4
The Usual Suspects,1996,2,2
The Usual Unidentified Thieves,1959,0,1
The V.I.P.s,1964,1,1
The Vagabond King,1931,0,1
The Valiant,1930,0,2
The Valley of Decision,1946,0,2
The Vanishing Prairie,1955,1,1
The Verdict,1983,0,5
The Village,['1994' '2005'],0,2
The Village on the River,1960,0,1
The Violin,1975,0,1
The Violinist,1960,0,1
The Virgin Queen,1956,0,1
The Virgin Spring,1961,1,2
The Visit,1965,0,1
The Visitor,2009,0,1
The Voorman Problem,2014,0,1
The War Game,1967,1,1
The War Room,1994,0,1
The War against Mrs. Hadley,1943,0,1
The War at Home,1980,0,1
The War of the Worlds,1954,1,3
The Warriors of Qiugang,2011,0,1
The Way Back,2011,0,1
The Way We Were,1974,2,6
The Way of All Flesh,1929,0,1
The Weather Underground,2004,0,1
The Wedding Banquet,1994,0,1
The Well,1952,0,2
The West Point Story,1951,0,1
The Westerner,1941,1,3
The Wetback Hound,1958,1,1
The Whales of August,1988,0,1
The Whisperers,1968,0,1
The White Cliffs of Dover,1945,0,1
The White Helmets,2017,1,1
The White Parade,1935,0,2
The White Ribbon,2010,0,2
The Wife,2019,0,1
The Wild Bunch,1970,0,2
The Wild Bunch: An Album in Montage,1997,0,1
The Wild Thornberrys Movie,2003,0,1
The Wild and the Brave,1975,0,1
The Wildest Show in the South: The Angola Prison Rodeo,2000,0,1
The Wind Rises,2014,0,1
The Wind and the Lion,1976,0,2
The Window,1950,0,1
The Wings of the Dove,1998,0,4
The Winning Strain,1967,0,1
The Witches of Eastwick,1988,0,2
The Witness - From the Balcony of Room 306,2009,0,1
The Wiz,1979,0,4
The Wizard of Oz,1940,2,5
The Wizard of the Strings,1986,0,1
The Wolf Men,1970,0,1
The Wolf of Wall Street,2014,0,5
The Wolfman,2011,1,1
The Woman in Red,1985,1,1
The Woman in the Window,1946,0,1
The Wonderful World of the Brothers Grimm,1963,1,4
The Word,1954,0,1
The World According to Garp,1983,0,2
The World Is Rich,1948,0,1
The Wrestler,2009,0,2
The Wrong Trousers,1994,1,1
The Yanks Are Coming,1964,0,1
The Year of Living Dangerously,1984,1,1
The Yearling,1947,2,7
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1981,0,1
The Young Girls of Rochefort,1969,0,1
The Young Land,1960,0,1
The Young Lions,1959,0,3
The Young Philadelphians,1960,0,3
The Young Victoria,2010,1,3
The Young in Heart,1939,0,3
Theeb,2016,0,1
Their Own Desire,1931,0,1
Thelma & Louise,1992,1,6
Them!,1955,0,1
Theodora Goes Wild,1937,0,2
There Goes My Heart,1939,0,1
There Will Be Blood,2008,2,8
There's No Business Like Show Business,1955,0,3
These Three,1937,0,1
They Knew What They Wanted,1941,0,1
They Planted a Stone,1954,0,1
They Shall Have Music,1940,0,1
"They Shoot Horses, Don't They?",1970,1,9
They Were Expendable,1946,0,2
They're Always Caught,1939,0,1
Thin Ice,1938,0,1
Thirteen,2004,0,1
Thirty Million Letters,1964,0,1
Thirty Seconds over Tokyo,1945,1,2
This Charming Man (Der Er En Yndig Mand),2003,1,1
This Is Cinerama,1954,0,1
This Is Me,2018,0,1
This Is the Army,1944,1,3
This Land Is Mine,1944,1,1
This Love of Ours,1946,0,1
This Mechanical Age,1955,1,1
This Sporting Life,1964,0,2
This Tiny World,1973,1,1
This Way Up,2009,0,1
This Woman Is Mine,1942,0,1
This above All,1943,1,4
Thoroughly Modern Millie,1968,1,7
Those Magnificent Men in Their Flying Machines,1966,0,1
Thoth,2002,1,1
Thousands Cheer,1944,0,3
Three,1967,0,1
"Three Billboards outside Ebbing, Missouri",2018,2,7
Three Brothers,1982,0,1
Three Coins in the Fountain,1955,2,3
Three Comrades,1939,0,1
Three Days of the Condor,1976,0,1
Three Is a Family,1946,0,1
Three Kisses,1956,0,1
Three Little Words,1951,0,1
Three Men and a Cradle,1986,0,1
