,id,title,budget,popularity,revenue,runtime,vote_average,vote_count,ceremony_year,Oscars,Nominations_Oscars,GoldenGlobes,Nominations_GoldenGlobes
2149,6933,one missed call,20000000,12.458131,0,87.0,4.7,171,2009.0,0.0,0.0,0.0,0.0
2150,17182,eye for an eye,20000000,3.9963919999999997,0,101.0,5.8,63,1997.0,0.0,0.0,0.0,0.0
2151,8848,the bank job,20000000,30.387753999999997,64822796,112.0,6.6,697,2009.0,0.0,0.0,0.0,0.0
2152,38,eternal sunshine of the spotless mind,20000000,56.481487,72258126,108.0,7.9,3652,2005.0,1.0,2.0,0.0,4.0
2153,38303,you again,20000000,19.962713,32005248,105.0,6.0,368,2011.0,0.0,0.0,0.0,0.0
2154,1266,street kings,20000000,18.666876000000002,65569869,109.0,6.3,363,2009.0,0.0,0.0,0.0,0.0
2155,107985,the worlds end,20000000,55.964605000000006,46089287,109.0,6.7,1778,2014.0,0.0,0.0,0.0,0.0
2156,14043,nancy drew,0,5.0348,0,99.0,5.8,143,2008.0,0.0,0.0,0.0,0.0
2157,19901,daybreakers,20000000,28.019226,51416464,98.0,6.0,634,2010.0,0.0,0.0,0.0,0.0
2158,34016,shes out of my league,20000000,16.176976,49779728,104.0,5.9,525,2011.0,0.0,0.0,0.0,0.0
2159,59860,monte carlo,20000000,17.237143,17425000,109.0,6.0,593,2012.0,0.0,0.0,0.0,0.0
2160,10069,stay alive,9000000,4.34503,27105095,100.0,5.3,155,2007.0,0.0,0.0,0.0,0.0
2161,9588,quigley down under,0,11.360997,0,119.0,6.5,119,1991.0,0.0,0.0,0.0,0.0
2162,12819,alpha and omega,20000000,12.300789,39300000,88.0,5.3,124,2011.0,0.0,0.0,0.0,0.0
2163,9954,the covenant,20000000,15.804814000000002,37597471,97.0,5.2,288,2007.0,0.0,0.0,0.0,0.0
2164,10115,stick it,0,9.750557,0,105.0,6.3,148,2007.0,0.0,0.0,0.0,0.0
2165,25132,shorts,40000000,4.100942,28972508,89.0,5.1,44,2010.0,0.0,0.0,0.0,0.0
2166,577,to die for,20000000,12.309714999999999,21284514,106.0,6.7,175,1996.0,0.0,0.0,1.0,1.0
2167,328387,nerve,20000000,62.933899,83707310,96.0,7.1,2181,2017.0,0.0,0.0,0.0,0.0
2168,12690,appaloosa,20000000,16.074397,20211394,115.0,6.3,299,2009.0,0.0,0.0,0.0,0.0
2169,9945,vampires,20000000,17.016284,0,108.0,5.8,255,1999.0,0.0,0.0,0.0,0.0
2170,539,psycho,806948,93.06786600000001,32000000,109.0,8.2,2320,1961.0,0.0,4.0,1.0,1.0
2171,13596,my best friends girl,20000000,17.145287,36620508,101.0,5.4,220,2009.0,0.0,0.0,0.0,0.0
2172,226857,endless love,20000000,27.256849,34077920,103.0,6.7,542,2015.0,0.0,0.0,0.0,0.0
2173,13159,georgia rule,20000000,7.878177,0,113.0,5.6,130,2008.0,0.0,0.0,0.0,0.0
2174,47941,under the rainbow,20000000,0.173964,2297493,98.0,4.9,7,1982.0,0.0,0.0,0.0,0.0
2175,526,ladyhawke,20000000,14.370110999999998,18432000,121.0,6.8,260,1986.0,0.0,2.0,0.0,0.0
2176,22796,simon birch,20000000,11.090254,18253415,114.0,6.5,52,1999.0,0.0,0.0,0.0,0.0
2177,2355,reign over me,20000000,20.827779999999997,22222308,124.0,7.1,334,2008.0,0.0,0.0,0.0,0.0
2178,5915,into the wild,15000000,43.644978,56255142,148.0,7.8,3045,2008.0,0.0,2.0,1.0,2.0
2179,9842,school for scoundrels,20000000,8.244324,17807569,100.0,5.6,111,2007.0,0.0,0.0,0.0,0.0
2180,61012,silent hill revelation 3d,20000000,23.292761,52302796,94.0,5.0,432,2013.0,0.0,0.0,0.0,0.0
2181,755,from dusk till dawn,19000000,64.181668,25836616,108.0,6.9,1603,1997.0,0.0,0.0,0.0,0.0
2182,13682,poohs heffalump movie,0,9.03154,0,68.0,6.4,88,2006.0,0.0,0.0,0.0,0.0
2183,9089,home for the holidays,0,4.031585,17519169,103.0,6.3,39,1996.0,0.0,0.0,0.0,0.0
2184,9470,kung fu hustle,20000000,13.658985000000001,100914445,99.0,7.2,831,2005.0,0.0,0.0,0.0,0.0
2185,18357,the country bears,35000000,6.908351,0,88.0,4.3,20,2003.0,0.0,0.0,0.0,0.0
2186,7979,the kite runner,20000000,10.446722,73276047,128.0,7.3,394,2008.0,0.0,1.0,0.0,2.0
2187,470,21 grams,20000000,32.243357,60427839,124.0,7.2,918,2004.0,0.0,2.0,0.0,0.0
2188,15644,paparazzi,20000000,9.149089,16605763,84.0,5.8,52,2005.0,0.0,0.0,0.0,0.0
2189,9582,a guy thing,20000000,5.596835,17432163,101.0,5.3,83,2004.0,0.0,0.0,0.0,0.0
2190,10642,loser,0,5.214408000000001,0,98.0,5.0,120,2001.0,0.0,0.0,0.0,0.0
2191,22074,capitalism a love story,20000000,10.50098,17436509,120.0,7.0,167,2010.0,0.0,0.0,0.0,0.0
2192,2428,the greatest story ever told,20000000,3.011205,15473333,199.0,6.5,41,1966.0,0.0,5.0,0.0,0.0
2193,290751,secret in their eyes,19500000,15.012236999999999,34854990,111.0,6.2,336,2016.0,0.0,0.0,0.0,0.0
2194,13805,disaster movie,25000000,16.238961,14109284,87.0,3.0,240,2009.0,0.0,0.0,0.0,0.0
2195,4597,armored,20000000,15.21229,22942221,88.0,5.5,208,2010.0,0.0,0.0,0.0,0.0
2196,9414,the man who knew too little,20000000,6.397042,13801755,97.0,6.5,125,1998.0,0.0,0.0,0.0,0.0
2197,63492,whats your number,20000000,19.220789,30426096,106.0,6.2,671,2012.0,0.0,0.0,0.0,0.0
2198,81796,lockout,20000000,35.232278,32204030,95.0,5.8,715,2013.0,0.0,0.0,0.0,0.0
2199,10710,envy,40000000,9.842771,0,99.0,4.8,139,2005.0,0.0,0.0,0.0,0.0
2200,15092,crank high voltage,20000000,35.542809000000005,34560577,96.0,5.9,861,2010.0,0.0,0.0,0.0,0.0
2201,11382,bullets over broadway,0,7.829295,0,98.0,7.0,130,1995.0,1.0,7.0,1.0,1.0
2202,15005,one night with the king,20000000,3.476925,13391174,123.0,6.1,12,2007.0,0.0,0.0,0.0,0.0
2203,8198,the quiet american,30000000,5.133744,27674124,101.0,6.4,81,2003.0,0.0,1.0,0.0,1.0
2204,6963,the weather man,20000000,14.031376999999999,12482775,101.0,6.0,289,2006.0,0.0,0.0,0.0,0.0
2205,15070,undisputed,20000000,17.227376,12398628,96.0,6.1,139,2003.0,0.0,0.0,0.0,0.0
2206,12797,ghost town,0,17.98817,0,102.0,6.4,286,2009.0,0.0,0.0,0.0,0.0
2207,17134,12 rounds,20000000,15.66135,17280326,108.0,5.7,220,2010.0,0.0,0.0,0.0,0.0
2208,41402,let me in,20000000,19.705311,24145613,116.0,6.7,641,2011.0,0.0,0.0,0.0,0.0
2209,18885,3 ninjas kick back,0,2.645722,0,93.0,4.5,48,1995.0,0.0,0.0,0.0,0.0
2210,4953,be kind rewind,0,17.662682999999998,0,102.0,6.2,424,2009.0,0.0,0.0,0.0,0.0
2211,10773,mrs henderson presents,0,2.894154,0,103.0,6.4,62,2006.0,0.0,2.0,0.0,3.0
2212,146198,triple 9,20000000,29.371987,12639297,115.0,5.6,797,2017.0,0.0,0.0,0.0,0.0
2213,2639,deconstructing harry,20000000,11.352692999999999,10686841,96.0,7.3,187,1998.0,0.0,1.0,0.0,0.0
2214,10563,three to tango,20000000,7.553773,0,98.0,5.4,62,2000.0,0.0,0.0,0.0,0.0
2215,295964,burnt,20000000,30.477114,36606743,100.0,6.3,950,2016.0,0.0,0.0,0.0,0.0
2216,5971,were no angels,20000000,9.927017999999999,0,106.0,5.6,105,1990.0,0.0,0.0,0.0,0.0
2217,9716,everyone says i love you,20000000,12.379781,0,101.0,6.5,147,1997.0,0.0,0.0,0.0,1.0
2218,11835,death sentence,20000000,12.643703,16974459,105.0,6.5,297,2008.0,0.0,0.0,0.0,0.0
2219,26171,everybodys fine,21000000,15.440465,0,99.0,6.5,284,2010.0,0.0,0.0,0.0,1.0
2220,31117,superbabies baby geniuses 2,0,5.886228,9109322,88.0,1.9,35,2005.0,0.0,0.0,0.0,0.0
2221,9074,the man,0,6.925644999999999,12382362,83.0,5.4,133,2006.0,0.0,0.0,0.0,0.0
2222,14396,code name the cleaner,20000000,9.361460000000001,10337477,84.0,4.7,78,2008.0,0.0,0.0,0.0,0.0
2223,15673,connie and carla,20000000,6.102663,11341016,98.0,6.4,24,2005.0,0.0,0.0,0.0,0.0
2224,42618,sweet charity,8000000,0.7091430000000001,20000000,149.0,6.5,15,1970.0,0.0,3.0,0.0,1.0
2225,171274,inherent vice,20000000,45.742217,11110975,148.0,6.5,833,2015.0,0.0,2.0,0.0,1.0
2226,24432,doogal,0,1.682839,0,85.0,3.2,18,2007.0,0.0,0.0,0.0,0.0
2227,109417,battle of the year,20000000,8.237336,16549477,110.0,5.9,88,2014.0,0.0,0.0,0.0,0.0
2228,13948,an american carol,20000000,2.6053740000000003,7000000,83.0,4.1,20,2009.0,0.0,0.0,0.0,0.0
2229,106747,machete kills,12000000,29.072964000000002,15008161,107.0,5.3,631,2014.0,0.0,0.0,0.0,0.0
2230,10929,willard,22000000,1.3225280000000001,0,100.0,5.8,82,2004.0,0.0,0.0,0.0,0.0
2231,14220,strange wilderness,0,4.9613059999999995,6575282,87.0,4.7,69,2009.0,0.0,0.0,0.0,0.0
2232,46435,topsyturvy,0,8.628519,0,160.0,6.7,41,2000.0,2.0,4.0,0.0,0.0
2233,256962,little boy,20000000,12.232047999999999,6420319,106.0,7.0,185,2016.0,0.0,0.0,0.0,0.0
2234,48231,a dangerous method,15000000,27.133277000000003,27462041,99.0,6.2,571,2012.0,0.0,0.0,0.0,1.0
2235,3509,a scanner darkly,8700000,26.093042999999998,7659918,100.0,6.8,532,2007.0,0.0,0.0,0.0,0.0
2236,82684,chasing mavericks,0,13.621201000000001,0,117.0,7.0,216,2013.0,0.0,0.0,0.0,0.0
2237,12142,alone in the dark,20000000,9.292987,10442808,96.0,3.1,173,2006.0,0.0,0.0,0.0,0.0
2238,23367,bandslam,20000000,7.716606,5210988,111.0,5.4,126,2010.0,0.0,0.0,0.0,0.0
2239,10740,birth,20000000,7.698075,0,100.0,5.9,179,2005.0,0.0,0.0,0.0,1.0
2240,241239,a most violent year,20000000,37.629309,12007070,125.0,6.5,546,2015.0,0.0,0.0,0.0,1.0
2241,14582,passchendaele,0,2.405911,0,114.0,6.3,26,2009.0,0.0,0.0,0.0,0.0
2242,14914,flash of genius,0,3.3502970000000003,0,119.0,6.3,59,2009.0,0.0,0.0,0.0,0.0
2243,3902,im not there,20000000,13.032308,4001121,135.0,6.6,195,2008.0,0.0,1.0,1.0,1.0
2244,77948,the cold light of day,20000000,15.131867000000002,16863583,93.0,4.8,271,2013.0,0.0,0.0,0.0,0.0
2245,21755,the brothers bloom,20000000,10.218307000000001,5530764,114.0,6.8,203,2009.0,0.0,0.0,0.0,0.0
2246,4960,synecdoche new york,21000000,12.761175999999999,0,124.0,7.4,278,2009.0,0.0,0.0,0.0,0.0
2247,128,princess mononoke,26500000,60.732738,159375308,134.0,8.2,1983,1998.0,0.0,0.0,0.0,0.0
2248,14652,bon voyage,0,0.49446,0,114.0,5.7,20,2004.0,0.0,0.0,0.0,0.0
2249,40932,cant stop the music,0,6.574285000000001,0,124.0,4.9,9,1981.0,0.0,0.0,0.0,0.0
2250,16608,the proposition,2000000,14.617944,5048693,104.0,7.1,218,2006.0,0.0,0.0,0.0,0.0
2251,334531,my all american,20000000,3.1029869999999997,0,118.0,6.8,36,2016.0,0.0,0.0,0.0,0.0
2252,32316,marci x,20000000,5.65327,1675706,84.0,3.3,12,2004.0,0.0,0.0,0.0,0.0
2253,7299,equilibrium,20000000,44.566609,5359645,107.0,6.9,1552,2003.0,0.0,0.0,0.0,0.0
2254,13405,the children of huang shi,40000000,8.978408,7400000,125.0,6.5,52,2009.0,0.0,0.0,0.0,0.0
2255,19457,the yards,0,10.150993,0,115.0,6.0,97,2001.0,0.0,0.0,0.0,0.0
2256,112937,the oogieloves in the big balloon adventure,0,0.28576,0,88.0,2.2,8,2013.0,0.0,0.0,0.0,0.0
2257,314385,by the sea,10000000,11.267676,3727746,122.0,5.4,156,2016.0,0.0,0.0,0.0,0.0
2258,8953,steamboy,20000000,9.129808,0,126.0,6.4,102,2005.0,0.0,0.0,0.0,0.0
2259,29078,the game of their lives,0,2.013405,0,101.0,5.8,14,2006.0,0.0,0.0,0.0,0.0
2260,46503,all good things,0,20.086645,0,101.0,5.9,286,2011.0,0.0,0.0,0.0,0.0
2261,10448,rapa nui,20000000,3.5819059999999996,305070,107.0,6.2,33,1995.0,0.0,0.0,0.0,0.0
2262,13688,cj7,0,12.373248,47301471,86.0,6.1,107,2009.0,0.0,0.0,0.0,0.0
2263,10353,the visitors ii the corridors of time,0,12.283025,0,118.0,5.8,221,1999.0,0.0,0.0,0.0,0.0
2264,43935,dylan dog dead of night,20000000,10.617236,4634062,107.0,4.5,139,2012.0,0.0,0.0,0.0,0.0
2265,11458,people i know,20000000,6.377308,0,100.0,5.5,48,2003.0,0.0,0.0,0.0,0.0
2266,44638,the tempest,20000000,3.620537,346594,110.0,6.0,31,2011.0,0.0,1.0,0.0,0.0
2267,241257,regression,0,27.215666,17671101,106.0,5.3,585,2016.0,0.0,0.0,0.0,0.0
2268,14538,three kingdoms resurrection of the dragon,0,4.127155,0,102.0,6.6,35,2009.0,0.0,0.0,0.0,0.0
2269,13250,butterfly on a wheel,20000000,13.118982999999998,0,95.0,6.3,130,2008.0,0.0,0.0,0.0,0.0
2270,133931,zambezia,20000000,14.182301,0,83.0,5.3,68,2013.0,0.0,0.0,0.0,0.0
2271,280871,ramanujan,0,0.416179,0,170.0,5.0,3,2015.0,0.0,0.0,0.0,0.0
2272,239897,dwegons,0,0.48540500000000003,0,98.0,0.5,1,2015.0,0.0,0.0,0.0,0.0
2273,184341,hands of stone,20000000,7.444189,0,105.0,6.1,109,2017.0,0.0,0.0,0.0,0.0
2274,334074,survivor,20000000,33.625477000000004,0,96.0,5.4,404,2016.0,0.0,0.0,0.0,0.0
2275,199373,the frozen ground,27220000,28.060471999999997,5496951,105.0,6.1,465,2014.0,0.0,0.0,0.0,0.0
2276,14202,the painted veil,19400000,20.746932,0,125.0,7.1,312,2007.0,0.0,0.0,1.0,1.0
2277,6968,the baader meinhof complex,27000000,7.727035000000001,0,150.0,7.1,157,2009.0,0.0,1.0,0.0,1.0
2278,581,dances with wolves,22000000,45.707834999999996,424208848,181.0,7.6,1046,1991.0,7.0,12.0,3.0,6.0
2279,52449,bad teacher,20000000,28.497242,216197492,92.0,5.4,1584,2012.0,0.0,0.0,0.0,0.0
2280,12150,sea of love,19000000,11.47316,110879513,113.0,6.7,141,1990.0,0.0,0.0,0.0,1.0
2281,11247,a cinderella story,19000000,25.28132,70067909,95.0,6.1,713,2005.0,0.0,0.0,0.0,0.0
2282,4232,scream,14000000,45.996109999999994,173046663,111.0,7.0,1476,1997.0,0.0,0.0,0.0,0.0
2283,9378,thir13en ghosts,0,20.392858,0,91.0,5.4,440,2002.0,0.0,0.0,0.0,0.0
2284,694,the shining,19000000,78.699993,44017374,144.0,8.1,3757,1981.0,0.0,0.0,0.0,0.0
2285,105,back to the future,19000000,76.60323299999999,381109762,116.0,8.0,6079,1986.0,1.0,4.0,0.0,4.0
2286,11377,house on haunted hill,19000000,13.664614000000002,40846082,93.0,5.5,209,2000.0,0.0,0.0,0.0,0.0
2287,26367,i can do bad all by myself,0,2.242809,0,113.0,6.0,40,2010.0,0.0,0.0,0.0,0.0
2288,385383,fight valley,27000000,1.224105,0,90.0,3.9,8,2017.0,0.0,0.0,0.0,0.0
2289,41210,the switch,19000000,27.494037,49830607,101.0,5.9,583,2011.0,0.0,0.0,0.0,0.0
2290,12090,just married,18000000,18.475179999999998,101564935,95.0,5.3,404,2004.0,0.0,0.0,0.0,0.0
2291,62630,the devils double,19100000,10.559414,5728213,109.0,6.5,208,2012.0,0.0,0.0,0.0,0.0
2292,16110,thomas and the magic railroad,0,1.916351,0,85.0,4.6,8,2001.0,0.0,0.0,0.0,0.0
2293,29427,the crazies,20000000,28.867568,54956140,101.0,6.2,633,2011.0,0.0,0.0,0.0,0.0
2294,129,spirited away,15000000,118.968562,274925095,125.0,8.3,3840,2002.0,0.0,0.0,0.0,0.0
2295,244114,firestorm,0,3.3769669999999996,0,110.0,5.9,43,2014.0,0.0,0.0,0.0,0.0
2296,2669,the bounty,25000000,7.436491,8613462,132.0,6.5,108,1985.0,0.0,0.0,0.0,0.0
2297,203833,the book thief,0,57.84156,76586316,131.0,7.4,1486,2014.0,0.0,1.0,0.0,1.0
2298,13523,sex drive,19000000,17.952817,18755936,109.0,6.0,342,2009.0,0.0,0.0,0.0,0.0
2299,25195,leap year,19000000,21.959742000000002,29922472,100.0,6.4,465,2011.0,0.0,0.0,0.0,0.0
2300,17277,the fall of the roman empire,19000000,4.229941999999999,4750000,188.0,6.0,33,1965.0,0.0,1.0,1.0,1.0
2301,50725,take me home tonight,19000000,11.766564,6928068,97.0,6.2,208,2012.0,0.0,0.0,0.0,0.0
2302,82631,wont back down,0,2.3662509999999997,5310554,121.0,5.8,40,2013.0,0.0,0.0,0.0,0.0
2303,73191,the nutcracker,19000000,0.068228,2119994,93.0,5.6,5,1994.0,0.0,0.0,0.0,0.0
2304,22479,kansas city,18000000,5.380733,0,116.0,6.1,12,1997.0,0.0,0.0,0.0,0.0
2305,340611,indignation,0,5.625989,0,110.0,6.8,69,2017.0,0.0,0.0,0.0,0.0
2306,10065,the amityville horror,19000000,30.205942999999998,108047131,90.0,6.0,588,2006.0,0.0,0.0,0.0,0.0
2307,2757,adaptation,19000000,26.441669,32801173,114.0,7.3,638,2003.0,1.0,4.0,2.0,6.0
2308,11683,land of the dead,15000000,15.262492000000002,46770602,93.0,6.0,381,2006.0,0.0,0.0,0.0,0.0
2309,244339,out of inferno,0,1.583918,0,107.0,5.8,11,2014.0,0.0,0.0,0.0,0.0
2310,1878,fear and loathing in las vegas,18500000,44.511363,10680275,118.0,7.2,1301,1999.0,0.0,0.0,0.0,0.0
2311,23082,the invention of lying,18500000,16.665841,31912793,100.0,6.0,518,2010.0,0.0,0.0,0.0,0.0
2312,195589,neighbors,18000000,36.471231,268157400,96.0,6.2,2713,2015.0,0.0,0.0,0.0,0.0
2313,854,the mask,23000000,85.30318,351583407,101.0,6.6,2472,1995.0,0.0,1.0,0.0,1.0
2314,2280,big,18000000,20.716023,151668774,104.0,6.9,993,1989.0,0.0,2.0,1.0,2.0
2315,496,borat cultural learnings of america for make benefit glorious nation of kazakhstan,18000000,29.487784,261572744,82.0,6.5,1579,2007.0,0.0,1.0,1.0,2.0
2316,8835,legally blonde,18000000,25.43954,141774679,96.0,6.1,882,2002.0,0.0,0.0,0.0,2.0
2317,157,star trek iii the search for spock,18000000,15.314027,87000000,105.0,6.4,434,1985.0,0.0,0.0,0.0,0.0
2318,8643,the exorcism of emily rose,19000000,32.602868,144216468,122.0,6.3,659,2006.0,0.0,0.0,0.0,0.0
2319,10402,deuce bigalow male gigolo,17000000,9.832326,65535067,88.0,5.5,308,2000.0,0.0,0.0,0.0,0.0
2320,218043,left behind,16000000,33.452469,19682924,110.0,3.7,392,2015.0,0.0,0.0,0.0,0.0
2321,9043,the family stone,0,14.190837,0,103.0,6.2,249,2006.0,0.0,0.0,0.0,1.0
2322,21301,barbershop 2  back in business,18000000,6.501815000000001,65070412,106.0,5.6,74,2005.0,0.0,0.0,0.0,0.0
2323,10147,bad santa,23000000,26.588729999999998,76488889,91.0,6.5,656,2004.0,0.0,0.0,0.0,1.0
2324,816,austin powers international man of mystery,16500000,36.15716,67683989,94.0,6.5,1013,1998.0,0.0,0.0,0.0,0.0
2325,302688,my big fat greek wedding 2,18000000,16.027955,88923251,94.0,5.5,322,2017.0,0.0,0.0,0.0,0.0
2326,60307,diary of a wimpy kid rodrick rules,21000000,14.329891,72417394,99.0,6.3,238,2012.0,0.0,0.0,0.0,0.0
2327,106,predator,18000000,50.009408,98235548,107.0,7.3,2093,1988.0,0.0,1.0,0.0,0.0
2328,279,amadeus,18000000,31.82675,51973029,160.0,7.8,1076,1985.0,8.0,11.0,4.0,6.0
2329,8617,prom night,0,9.642041,14796236,88.0,4.8,167,2009.0,0.0,0.0,0.0,0.0
2330,10625,mean girls,17000000,36.423716999999996,129042871,97.0,6.9,2320,2005.0,0.0,0.0,0.0,0.0
2331,10934,under the tuscan sun,0,12.309718,0,113.0,6.4,172,2004.0,0.0,0.0,0.0,1.0
2332,5279,gosford park,19800000,11.693272,87754044,137.0,6.8,246,2002.0,1.0,7.0,1.0,5.0
2333,10013,peggy sue got married,18000000,12.243886999999999,41382841,103.0,5.9,136,1987.0,0.0,3.0,0.0,2.0
2334,194662,birdman,18000000,89.811154,103215094,119.0,7.4,4535,2015.0,0.0,0.0,2.0,7.0
2335,160588,blue jasmine,18000000,34.694216,99206215,98.0,7.0,1098,2014.0,1.0,3.0,1.0,2.0
2336,9829,united 93,15000000,17.501379999999997,76286096,111.0,6.9,367,2007.0,0.0,2.0,0.0,0.0
2337,10028,honey,18000000,18.492655,62646763,94.0,6.0,303,2004.0,0.0,0.0,0.0,0.0
2338,10535,spy hard,18000000,11.238522,0,81.0,4.9,147,1997.0,0.0,0.0,0.0,0.0
2339,790,the fog,1000000,14.518598,21378361,89.0,6.4,311,1981.0,0.0,0.0,0.0,0.0
2340,43959,soul surfer,18000000,19.234672,47088990,106.0,6.9,342,2012.0,0.0,0.0,0.0,0.0
2341,10364,catch22,18000000,4.504377,24911670,121.0,6.7,72,1971.0,0.0,0.0,0.0,0.0
2342,16991,observe and report,0,10.529143,24007324,86.0,5.6,225,2010.0,0.0,0.0,0.0,0.0
2343,9610,conan the destroyer,18000000,18.379123999999997,100000000,103.0,5.8,383,1985.0,0.0,0.0,0.0,0.0
2344,1578,raging bull,18000000,35.524457,23000000,129.0,7.7,938,1981.0,2.0,8.0,1.0,7.0
2345,25643,love happens,18000000,13.472365,36133014,109.0,5.6,180,2010.0,0.0,0.0,0.0,0.0
2346,11904,young sherlock holmes,18000000,8.321586,0,109.0,6.7,167,1986.0,0.0,1.0,0.0,0.0
2347,28665,fame,0,7.668063,0,107.0,5.5,135,2010.0,0.0,0.0,0.0,0.0
2348,44115,127 hours,18000000,52.464877,35692920,94.0,7.0,2606,2011.0,0.0,6.0,0.0,3.0
2349,10569,small time crooks,0,11.423533,0,94.0,6.4,155,2001.0,0.0,0.0,0.0,1.0
2350,10560,center stage,18000000,6.961736,17200925,115.0,6.8,90,2001.0,0.0,0.0,0.0,0.0
2351,333348,love the coopers,17000000,9.191187,24000000,107.0,5.4,167,2016.0,0.0,0.0,0.0,0.0
2352,20483,catch that kid,18000000,4.492858999999999,16702864,92.0,4.9,76,2005.0,0.0,0.0,0.0,0.0
2353,11457,life as a house,18000000,5.706767,0,125.0,7.2,120,2002.0,0.0,0.0,0.0,1.0
2354,321697,steve jobs,30000000,53.670525,34441873,122.0,6.8,1573,2016.0,0.0,2.0,2.0,4.0
2355,19840,i love you beth cooper,18000000,14.15192,0,102.0,5.1,197,2010.0,0.0,0.0,0.0,0.0
2356,22327,youth in revolt,18000000,13.462544,0,87.0,5.9,319,2010.0,0.0,0.0,0.0,0.0
2357,38665,the legend of the lone ranger,18000000,11.725805000000001,2945600,98.0,3.7,14,1982.0,0.0,0.0,0.0,0.0
2358,2575,the tailor of panama,21000000,7.047975,28008462,109.0,6.2,92,2002.0,0.0,0.0,0.0,0.0
2359,11644,blow out,18000000,13.628601000000002,12000000,108.0,7.3,236,1982.0,0.0,0.0,0.0,0.0
2360,146227,getaway,18000000,16.520516,10501938,90.0,4.9,246,2014.0,0.0,0.0,0.0,0.0
2361,68924,the ice storm,18000000,14.916264000000002,8038061,112.0,6.9,176,1998.0,0.0,0.0,0.0,1.0
2362,253235,and so it goes,18000000,9.633711,25312387,94.0,5.7,164,2015.0,0.0,0.0,0.0,0.0
2363,22102,troop beverly hills,0,3.455018,0,105.0,5.6,56,1990.0,0.0,0.0,0.0,0.0
2364,18701,being julia,0,1.946634,0,104.0,6.4,23,2005.0,0.0,1.0,1.0,1.0
2365,10068,nine 12 weeks,17000000,12.313143,6735922,117.0,5.8,177,1987.0,0.0,0.0,0.0,0.0
2366,848,dragonslayer,18000000,3.258422,14110013,108.0,6.5,67,1982.0,0.0,2.0,0.0,0.0
2367,36811,the last station,0,3.6592919999999998,0,112.0,6.7,55,2010.0,0.0,2.0,0.0,2.0
2368,522,ed wood,18000000,24.548633,5887457,127.0,7.3,630,1995.0,2.0,2.0,1.0,3.0
2369,130150,labor day,18000000,17.683563,20275812,111.0,6.7,299,2014.0,0.0,0.0,0.0,1.0
2370,12246,mongol the rise of genghis khan,18000000,10.1449,26527510,120.0,6.5,158,2008.0,0.0,0.0,0.0,0.0
2371,13809,rocknrolla,18000000,31.887978000000004,25739015,114.0,6.9,836,2009.0,0.0,0.0,0.0,0.0
2372,27380,megaforce,0,1.110179,0,99.0,3.5,15,1983.0,0.0,0.0,0.0,0.0
2373,10549,hamlet,0,9.814785,0,242.0,7.3,117,1997.0,0.0,4.0,0.0,0.0
2374,33870,maos last dancer,25000000,1.876811,20719451,117.0,6.8,28,2010.0,0.0,0.0,0.0,0.0
2375,245703,midnight special,18000000,32.717853000000005,6212282,112.0,6.2,694,2017.0,0.0,0.0,0.0,0.0
2376,10739,anything else,0,8.945081,0,108.0,6.2,149,2004.0,0.0,0.0,0.0,0.0
2377,127560,the railway man,18000000,13.916583,22309223,116.0,6.7,273,2014.0,0.0,0.0,0.0,0.0
2378,37903,the white ribbon,15238800,17.94739,0,144.0,7.2,255,2010.0,0.0,2.0,0.0,0.0
2379,396152,restoration,0,2.525569,0,90.0,5.3,11,2017.0,0.0,0.0,0.0,0.0
2380,10017,the wraith,2700000,10.47644,3500000,93.0,5.9,108,1987.0,0.0,0.0,0.0,0.0
2381,11468,salton sea,18000000,10.991280999999999,676698,103.0,7.0,104,2003.0,0.0,0.0,0.0,0.0
2382,193613,metallica through the never,18000000,7.871686,7972967,93.0,6.7,83,2014.0,0.0,0.0,0.0,0.0
2383,17436,the informers,18000000,6.333869,382174,98.0,4.4,60,2009.0,0.0,0.0,0.0,0.0
2384,43434,carlos,18000000,1.138383,871279,338.0,6.7,50,2011.0,0.0,0.0,0.0,0.0
2385,31166,i come with the rain,18000000,8.266124000000001,0,114.0,5.6,20,2010.0,0.0,0.0,0.0,0.0
2386,69848,one mans hero,0,0.910529,0,121.0,9.3,2,2000.0,0.0,0.0,0.0,0.0
2387,8408,day of the dead,3500000,18.025206,34000000,96.0,6.9,270,1986.0,0.0,0.0,0.0,0.0
2388,332411,i am wrath,18000000,10.144222000000001,0,92.0,4.5,179,2017.0,0.0,0.0,0.0,0.0
2389,9389,renaissance,18000000,9.244181,1831348,105.0,6.7,77,2007.0,0.0,0.0,0.0,0.0
2390,9626,red sonja,17900000,12.752463,6948633,89.0,5.0,206,1986.0,0.0,0.0,0.0,0.0
2391,75638,red lights,14000000,22.748174,13551174,119.0,6.0,376,2013.0,0.0,0.0,0.0,0.0
2392,8363,superbad,20000000,33.436091999999995,121463226,113.0,7.0,2100,2008.0,0.0,0.0,0.0,0.0
2393,15670,madea goes to jail,0,3.107371,90508336,103.0,6.4,52,2010.0,0.0,0.0,0.0,0.0
2394,290555,wolves,18000000,7.922639,0,90.0,5.7,82,2015.0,0.0,0.0,0.0,0.0
2395,8328,step up 2 the streets,23000000,28.973074,150816700,98.0,6.5,640,2009.0,0.0,0.0,0.0,0.0
2396,10982,hoodwinked,15000000,23.980329,51053787,80.0,5.9,479,2006.0,0.0,0.0,0.0,0.0
