,title,budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
2647,the midnight meat train,15000000,19.913960999999997,3533227,98.0,6.0,290,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2648,winnie mandela,15000000,1.897761,0,107.0,5.2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,the son of no one,15000000,7.701186,0,90.0,4.8,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2650,all the queens men,15000000,1.833058,23000,99.0,6.1,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2651,the good night,15000000,12.185203999999999,20380,93.0,5.7,41,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2652,bathory countess of blood,0,2.500218,0,141.0,5.6,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2653,khumba,20000000,6.459787,27187375,85.0,5.8,72,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2654,automata,7000000,49.808505,0,110.0,5.6,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2655,dungeons  dragons wrath of the dragon god,0,4.901936,0,105.0,4.8,36,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2656,chiamatemi francesco  il papa della gente,15000000,0.738646,0,98.0,7.3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,shinjuku incident,15000000,5.294319000000001,0,119.0,6.7,65,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2658,pandaemonium,0,0.16536700000000001,0,124.0,4.5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2659,groundhog day,14600000,52.744331,70906973,101.0,7.4,2301,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2660,magic mike xxl,14800000,29.660992999999998,122513057,115.0,6.3,706,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2661,romeo  juliet,14500000,41.493041999999996,147298761,120.0,6.7,1374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2662,sarahs key,10000000,10.072199000000001,17511906,111.0,7.2,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2663,freedom,14500000,4.3893629999999995,0,98.0,5.8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,unforgiven,14000000,37.380435,159157447,131.0,7.7,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2665,manderlay,14200000,7.05145,674918,139.0,6.9,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,slumdog millionaire,15000000,59.25896899999999,377910544,120.0,7.6,2827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2667,fatal attraction,14000000,16.742972,320145693,119.0,6.6,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2668,pretty woman,14000000,45.473484,463000000,119.0,7.0,1746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2669,crocodile dundee ii,0,15.474831,239606210,110.0,5.5,303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,broken horses,0,4.289676,0,101.0,5.0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2671,born on the fourth of july,14000000,25.949277,161001698,145.0,6.7,395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2672,cool runnings,14000000,22.409117000000002,154864401,98.0,6.8,491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,my bloody valentine,15000000,13.706357,100734718,101.0,5.3,299,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2674,stomp the yard,13000000,6.92205,75511123,114.0,6.1,88,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2675,the spy who loved me,14000000,27.173470000000002,185438673,125.0,6.6,507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2676,urban legend,14000000,12.159009,72527595,99.0,5.6,290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2677,good deeds,0,4.448494,0,111.0,6.2,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2678,white fang,14000000,13.13724,34793160,107.0,6.5,135,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2679,superstar,0,4.04701,0,81.0,5.1,83,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2680,the iron lady,13000000,23.3784,114956699,105.0,6.2,527,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2681,jonah a veggietales movie,0,1.446172,0,82.0,6.4,22,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2682,poetic justice,14000000,3.650857,27515786,109.0,6.9,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2683,all about the benjamins,14000000,5.102258,25482931,95.0,5.8,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,vampire in brooklyn,14000000,6.772614999999999,19800000,100.0,4.5,111,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2685,exorcist ii the heretic,14000000,11.543363000000001,30749142,118.0,4.5,133,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2686,an american haunting,0,7.436315,0,83.0,5.3,142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2687,my bosss daughter,14000000,14.813614000000001,0,83.0,4.4,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2688,a perfect getaway,14000000,20.792603,22852638,98.0,6.2,351,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2689,our family wedding,14000000,6.733485000000001,21409028,103.0,5.7,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,dead man on campus,0,7.708227000000001,0,96.0,5.6,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,tea with mussolini,12000000,2.2386459999999997,21001563,117.0,5.8,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2692,thinner,0,7.866961,0,92.0,5.5,124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2693,new york new york,0,3.876242,0,155.0,6.1,67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2694,crooklyn,0,1.89218,0,115.0,6.7,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,i think i love my wife,11000000,4.536745,13196245,90.0,5.0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2696,jason x,11000000,11.220642999999999,16951798,91.0,4.5,291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2697,bobby,0,11.706309,0,120.0,6.4,119,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2698,head over heels,14000000,4.66723,10424470,86.0,5.3,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2699,fun size,14000000,7.487842999999999,11417362,87.0,5.5,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,the diving bell and the butterfly,14000000,13.65494,19777647,112.0,7.4,283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,little children,26000000,11.942862,14821658,136.0,6.9,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2702,gossip,14000000,5.833687,5108820,90.0,5.5,68,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2703,a walk on the moon,14000000,6.370267,0,107.0,6.2,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2704,catch a fire,0,4.052219,4291965,101.0,6.4,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2705,soul survivors,0,3.231848,0,84.0,4.4,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2706,jefferson in paris,14000000,0.900442,2474000,139.0,5.2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2707,easy virtue,0,8.387573,0,93.0,6.3,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2708,caravans,0,0.633004,0,127.0,5.8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2709,mr turner,0,9.242554,5405500,150.0,6.3,204,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2710,wild grass,0,1.866443,0,104.0,5.8,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2711,amen,0,5.9305330000000005,0,132.0,7.1,75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2712,reign of assassins,12000000,4.930129,0,117.0,6.7,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2713,the lucky ones,0,8.747922,0,113.0,6.3,55,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2714,margaret,14000000,4.8984239999999994,46495,149.0,6.1,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,stan helsing,108,7.4105229999999995,0,90.0,4.0,97,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2716,flipped,14000000,24.210698,1755212,89.0,7.4,418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2717,brokeback mountain,14000000,44.135568,178043761,134.0,7.5,1480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2718,clueless,12000000,16.051328,0,97.0,6.9,803,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2719,far from heaven,13500000,9.982885000000001,29027914,107.0,6.9,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2720,hot tub time machine 2,14000000,16.618873999999998,12314651,93.0,5.0,354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,quills,13500000,7.261196000000001,7060876,124.0,6.8,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,seven psychopaths,15000000,32.306455,19422261,110.0,6.7,1206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,the cavemans valentine,0,4.722403,0,105.0,6.0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2724,downfall,18339750,32.445895,92180910,156.0,7.7,1037,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2725,the sea inside,12806000,17.363739000000002,38535221,125.0,7.2,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,under the skin,13300000,29.782161,5380251,108.0,6.0,1102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2727,good morning vietnam,13000000,18.362333,123922370,121.0,7.1,642,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2728,the last godfather,13400000,0.6807529999999999,16700000,100.0,4.7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2729,justin bieber never say never,13000000,6.735922,98441954,105.0,4.8,154,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2730,black swan,13000000,91.28568299999999,327803731,108.0,7.3,4430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2731,the godfather part ii,13000000,105.79293600000001,47542841,200.0,8.3,3338,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,save the last dance,13000000,9.969624000000001,91038276,112.0,6.3,352,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2733,a nightmare on elm street 4 the dream master,7000000,17.113408,72500000,99.0,5.8,281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2734,miracles from heaven,16000000,10.248439,77000000,117.0,6.7,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,dude where’s my car,13000000,25.316146,73180723,83.0,5.2,509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,young guns,13000000,9.499325,44726644,107.0,6.6,258,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2737,st vincent,13000000,43.791745,54837234,102.0,7.1,763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,about last night,12500000,11.828068,49002684,100.0,6.0,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2739,10 things i hate about you,16000000,54.550275,53478166,97.0,7.3,1701,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2740,the new guy,13000000,13.525704000000001,0,88.0,5.7,151,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2741,national lampoons loaded weapon 1,0,12.963328,0,84.0,5.7,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,the shallows,17000000,60.829620999999996,119100758,86.0,6.2,1567,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2743,the butterfly effect,13000000,73.307513,96060858,113.0,7.3,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2744,snow day,0,7.964289,0,89.0,4.8,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2745,this christmas,13000000,2.388918,0,117.0,7.1,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,baby geniuses,12000000,4.580081,36450736,97.0,3.3,75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2747,the big hit,13000000,6.425528,27007143,91.0,6.1,109,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2748,harriet the spy,12000000,4.63093,0,100.0,5.7,46,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2749,childs play 2,13000000,16.681567,35763605,84.0,5.8,308,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2750,no good deed,13200000,24.656067999999998,53830415,83.0,5.6,181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2751,the mist,18000000,37.104353,57096190,126.0,6.7,1399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2752,ex machina,15000000,95.130041,36869414,108.0,7.6,4737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2753,being john malkovich,13000000,27.546914,22863596,112.0,7.3,1101,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2754,two can play that game,6000000,2.2721299999999998,0,90.0,6.6,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2755,earth to echo,13000000,17.371326999999997,45300000,89.0,5.7,290,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2756,crazybeautiful,13000000,6.130096,16929123,99.0,6.6,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2757,letters from iwo jima,19000000,24.472479999999997,68673228,141.0,7.2,541,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2758,the astronaut farmer,13000000,6.764436999999999,11130889,104.0,6.2,123,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2759,woo,13000000,1.750054,8026971,84.0,5.5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2760,room,6000000,66.11334000000001,35401758,117.0,8.1,2757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2761,dirty work,0,9.066881,0,82.0,6.5,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,serial mom,13000000,6.170139,7820688,95.0,6.4,135,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2763,dick,13000000,4.7425370000000004,27500000,94.0,5.7,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,light it up,0,1.212956,0,99.0,6.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2765,54,13000000,11.880899000000001,16757163,106.0,5.5,135,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2766,bubble boy,0,10.131122999999999,0,84.0,5.1,163,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2767,birthday girl,13000000,5.831302,0,93.0,6.1,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2768,21  over,13000000,35.522027,48065672,93.0,5.7,737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,paris je taime,13000000,10.573191,4857367,120.0,6.8,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2770,resurrecting the champ,0,4.898437,0,112.0,5.9,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,admission,13000000,17.632445999999998,18000000,107.0,5.4,304,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2772,the widow of saintpierre,0,1.7800650000000002,0,112.0,6.7,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2773,chloe,15000000,26.373864,8459458,96.0,5.9,498,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2774,faithful,13000000,1.6473349999999998,9789900,91.0,4.8,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,find me guilty,13000000,12.321302000000001,2636637,125.0,6.5,138,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,the perks of being a wallflower,13000000,43.444134999999996,33400000,102.0,7.7,2968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2777,excessive force,3000000,1.2791059999999999,1200000,87.0,4.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,infamous,13000000,3.6808959999999997,1151330,110.0,6.4,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,the claim,0,2.996284,0,120.0,5.6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2780,the vatican tapes,13000000,10.475368,1784763,91.0,4.6,243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2781,attack the block,14350531,30.952377000000002,3964682,88.0,6.3,733,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2782,in the land of blood and honey,10000000,4.267466000000001,303877,127.0,5.8,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2783,the call,13000000,34.532418,68572378,94.0,6.6,1257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2784,operation chromite,0,6.116436,0,110.0,5.8,29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2785,the crocodile hunter collision course,0,1.7149720000000002,33082548,90.0,5.3,34,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2786,i love you phillip morris,13000000,19.664699,10652035,98.0,6.4,503,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2787,quest for fire,12000000,6.537986,55260558,100.0,7.1,109,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,antwone fisher,12500000,13.349012,23367586,120.0,6.7,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2789,the emperors club,0,6.796079,0,108.0,6.9,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2790,true romance,12500000,35.268557,12281551,120.0,7.5,749,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2791,womb,3100000,7.453347,0,111.0,5.9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2792,glengarry glen ross,12500000,13.939054,10725228,100.0,7.5,323,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2793,the killer inside me,13000000,11.892615,0,109.0,6.0,173,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2794,cat people,0,5.69872,0,118.0,6.0,94,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2795,sorority row,12500000,8.780512,27206120,101.0,5.4,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2796,the prisoner of zenda,0,4.021389,0,101.0,8.4,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2797,lars and the real girl,12000000,15.817096,11293663,106.0,7.1,509,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2798,the boy in the striped pyjamas,12500000,34.821222999999996,20416563,94.0,7.7,1451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2799,dancer in the dark,12800000,22.022228,40031879,140.0,7.6,377,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2800,oscar and lucinda,0,0.13938399999999998,0,132.0,6.2,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2801,the funeral,12500000,2.950618,1227324,99.0,7.3,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,solitary man,15000000,7.497306,5024782,90.0,5.8,84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2803,machete,20000000,26.396190999999998,31327899,105.0,6.3,1150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2804,casino jack,12500000,6.546037,1083683,108.0,6.0,94,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,the land before time,12300000,28.670192999999998,84460846,69.0,7.0,640,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2806,tae guk gi the brotherhood of war,0,9.572705000000001,15,140.0,7.4,133,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2807,the perfect game,12500000,0.9035290000000001,3878993,118.0,6.3,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2808,the exorcist,8000000,47.584643,441306145,122.0,7.5,2005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2809,jaws,7000000,50.152327,470654000,124.0,7.5,2542,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2810,american pie,11000000,60.767168000000005,235483004,95.0,6.4,2296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2811,ernest  celestine,12516654,11.103202,8109160,78.0,7.6,142,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2812,the golden child,25000000,15.262129999999999,79817939,94.0,5.6,304,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,think like a man,12000000,6.035152,96070507,122.0,6.9,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2814,barbershop,12000000,10.297189,75781642,102.0,6.2,137,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,star trek ii the wrath of khan,12000000,22.434102,96800000,113.0,7.3,675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2816,ace ventura pet detective,15000000,41.249004,107217396,86.0,6.4,1648,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2817,wargames,12000000,23.161754000000002,79567667,114.0,7.0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2818,witness,12000000,19.195399,68706993,113.0,7.0,375,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2819,act of valor,12000000,21.958054999999998,81272766,110.0,6.3,417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2820,step up,12000000,45.477802000000004,114194847,104.0,6.7,1060,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2821,beavis and butthead do america,12000000,12.60629,0,81.0,6.5,168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,jackie brown,12000000,40.631671000000004,39673162,154.0,7.3,1514,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2823,harold  kumar escape from guantanamo bay,12000000,26.219597999999998,43493123,107.0,6.2,497,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,chronicle,15000000,64.504747,145000000,84.0,6.6,1935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2825,yentl,12000000,3.389249,30400000,132.0,6.2,51,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2826,time bandits,5000000,14.779537,42365581,116.0,6.6,249,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2827,crossroads,12000000,6.7033190000000005,61141030,93.0,4.7,158,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2828,project x,12000000,49.070321,100000000,88.0,6.5,1564,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,patton,12000000,21.933822,89800000,172.0,7.3,323,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2830,one hour photo,12000000,20.624896,52223306,96.0,6.6,435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2831,quarantine,12000000,8.083995,40855419,89.0,5.5,339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2832,the eye,12000000,11.135734,56309766,98.0,5.5,281,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2833,johnson family vacation,12000000,4.623609,31179516,97.0,4.7,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2834,how high,12000000,11.510280999999999,31155435,93.0,6.3,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,the muppet christmas carol,0,15.085981,27281507,85.0,7.2,212,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2836,frida,12000000,18.422327,56298474,123.0,7.3,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
